"ID","tanggal","provinsi","bagian","brand","jenis","cust_type"
"1","2020-09-01","BALINUSRA","BALI BARAT","kartuAS","Diamond","B2C"
"2","2020-09-01","BALINUSRA","BALI BARAT","KartuAS","Gold","B2C"
"3","2020-09-01","BALINUSRA","BALI BARAT","kartuAS","Non HVC","B2B"
"4","2020-09-01","BALINUSRA","BALI BARAT","kartuAS","Non HVC","B2C"
"5","2020-09-01","BALINUSRA","BALI BARAT","kartuAS","Platinum","B2C"
"6","2020-09-01","BALINUSRA","BALI BARAT","Loop","Diamond","B2C"
"7","2020-09-01","BALINUSRA","BALI BARAT","LOOP","Gold","B2C"
"8","2020-09-01","BALINUSRA","BALI BARAT","Loop","Non HVC","B2B"
"9","2020-09-01","BALINUSRA","BALI BARAT","Loop","Non HVC","B2C"
"10","2020-09-01","BALINUSRA","BALI BARAT","LOOP","Platinum","B2C"
"11","2020-09-01","BALINUSRA","BALI BARAT","simPATI","Diamond","B2C"
"12","2020-09-01","BALINUSRA","BALI BARAT","simPATI","Gold","B2C"
"13","2020-09-01","BALINUSRA","BALI BARAT","simPATI","Non HVC","B2B"
"14","2020-09-01","BALINUSRA","BALI BARAT","simPATI","Non HVC","B2C"
"15","2020-09-01","BALINUSRA","BALI BARAT","simPATI","Platinum","B2C"
"16","2020-09-01","BALINUSRA","BALI TIMUR","kartuAS","Diamond","B2C"
"17","2020-09-01","BALINUSRA","BALI TIMUR","KartuAS","Gold","B2C"
"18","2020-09-01","BALINUSRA","BALI TIMUR","kartuAS","Non HVC","B2B"
"19","2020-09-01","BALINUSRA","BALI TIMUR","KartuAS","Non HVC","B2C"
"20","2020-09-01","BALINUSRA","BALI TIMUR","KartuAS","Platinum","B2C"
"21","2020-09-01","BALINUSRA","BALI TIMUR","Loop","Diamond","B2C"
"22","2020-09-01","BALINUSRA","BALI TIMUR","LOOP","Gold","B2C"
"23","2020-09-01","BALINUSRA","BALI TIMUR","Loop","Non HVC","B2B"
"24","2020-09-01","BALINUSRA","BALI TIMUR","LOOP","Non HVC","B2C"
"25","2020-09-01","BALINUSRA","BALI TIMUR","Loop","Platinum","B2C"
"26","2020-09-01","BALINUSRA","BALI TIMUR","simPATI","Diamond","B2C"
"27","2020-09-01","BALINUSRA","BALI TIMUR","simPATI","Gold","B2C"
"28","2020-09-01","BALINUSRA","BALI TIMUR","simPATI","Non HVC","B2B"
"29","2020-09-01","BALINUSRA","BALI TIMUR","simPATI","Non HVC","B2C"
"30","2020-09-01","BALINUSRA","BALI TIMUR","simPATI","Platinum","B2C"
"31","2020-09-01","BALINUSRA","BALI TIMUR","UNKNOWN","Non HVC","B2C"
"32","2020-09-01","BALINUSRA","FLORES SUMBA","kartuAS","Diamond","B2C"
"33","2020-09-01","BALINUSRA","FLORES SUMBA","kartuAS","Gold","B2C"
"34","2020-09-01","BALINUSRA","FLORES SUMBA","kartuAS","Non HVC","B2B"
"35","2020-09-01","BALINUSRA","FLORES SUMBA","KartuAS","Non HVC","B2C"
"36","2020-09-01","BALINUSRA","FLORES SUMBA","kartuAS","Platinum","B2C"
"37","2020-09-01","BALINUSRA","FLORES SUMBA","Loop","Diamond","B2C"
"38","2020-09-01","BALINUSRA","FLORES SUMBA","Loop","Gold","B2C"
"39","2020-09-01","BALINUSRA","FLORES SUMBA","Loop","Non HVC","B2B"
"40","2020-09-01","BALINUSRA","FLORES SUMBA","LOOP","Non HVC","B2C"
"41","2020-09-01","BALINUSRA","FLORES SUMBA","LOOP","Platinum","B2C"
"42","2020-09-01","BALINUSRA","FLORES SUMBA","simPATI","Diamond","B2C"
"43","2020-09-01","BALINUSRA","FLORES SUMBA","simPATI","Gold","B2C"
"44","2020-09-01","BALINUSRA","FLORES SUMBA","simPATI","Non HVC","B2B"
"45","2020-09-01","BALINUSRA","FLORES SUMBA","simPATI","Non HVC","B2C"
"46","2020-09-01","BALINUSRA","FLORES SUMBA","simPATI","Platinum","B2C"
"47","2020-09-01","BALINUSRA","KOTA KUPANG","kartuAS","Diamond","B2C"
"48","2020-09-01","BALINUSRA","KOTA KUPANG","kartuAS","Gold","B2C"
"49","2020-09-01","BALINUSRA","KOTA KUPANG","kartuAS","Non HVC","B2B"
"50","2020-09-01","BALINUSRA","KOTA KUPANG","KartuAS","Non HVC","B2C"
"51","2020-09-01","BALINUSRA","KOTA KUPANG","kartuAS","Platinum","B2C"
"52","2020-09-01","BALINUSRA","KOTA KUPANG","Loop","Diamond","B2C"
"53","2020-09-01","BALINUSRA","KOTA KUPANG","Loop","Gold","B2C"
"54","2020-09-01","BALINUSRA","KOTA KUPANG","Loop","Non HVC","B2B"
"55","2020-09-01","BALINUSRA","KOTA KUPANG","Loop","Non HVC","B2C"
"56","2020-09-01","BALINUSRA","KOTA KUPANG","Loop","Platinum","B2C"
"57","2020-09-01","BALINUSRA","KOTA KUPANG","simPATI","Diamond","B2C"
"58","2020-09-01","BALINUSRA","KOTA KUPANG","simPATI","Gold","B2C"
"59","2020-09-01","BALINUSRA","KOTA KUPANG","simPATI","Non HVC","B2B"
"60","2020-09-01","BALINUSRA","KOTA KUPANG","simPATI","Non HVC","B2C"
"61","2020-09-01","BALINUSRA","KOTA KUPANG","simPATI","Platinum","B2C"
"62","2020-09-01","BALINUSRA","MATARAM","kartuAS","Diamond","B2C"
"63","2020-09-01","BALINUSRA","MATARAM","kartuAS","Gold","B2C"
"64","2020-09-01","BALINUSRA","MATARAM","kartuAS","Non HVC","B2B"
"65","2020-09-01","BALINUSRA","MATARAM","kartuAS","Non HVC","B2C"
"66","2020-09-01","BALINUSRA","MATARAM","kartuAS","Platinum","B2C"
"67","2020-09-01","BALINUSRA","MATARAM","Loop","Diamond","B2C"
"68","2020-09-01","BALINUSRA","MATARAM","LOOP","Gold","B2C"
"69","2020-09-01","BALINUSRA","MATARAM","Loop","Non HVC","B2B"
"70","2020-09-01","BALINUSRA","MATARAM","LOOP","Non HVC","B2C"
"71","2020-09-01","BALINUSRA","MATARAM","Loop","Platinum","B2C"
"72","2020-09-01","BALINUSRA","MATARAM","simPATI","Diamond","B2C"
"73","2020-09-01","BALINUSRA","MATARAM","simPATI","Gold","B2C"
"74","2020-09-01","BALINUSRA","MATARAM","simPATI","Non HVC","B2B"
"75","2020-09-01","BALINUSRA","MATARAM","simPATI","Non HVC","B2C"
"76","2020-09-01","BALINUSRA","MATARAM","simPATI","Platinum","B2C"
"89","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","kartuAS","Diamond","B2C"
"90","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","KartuAS","Gold","B2C"
"91","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","kartuAS","Non HVC","B2B"
"92","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","KartuAS","Non HVC","B2C"
"93","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","kartuAS","Platinum","B2C"
"94","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","Loop","Diamond","B2C"
"95","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","LOOP","Gold","B2C"
"96","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","Loop","Non HVC","B2B"
"97","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","LOOP","Non HVC","B2C"
"98","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","LOOP","Platinum","B2C"
"99","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","simPATI","Diamond","B2C"
"100","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","simPATI","Gold","B2C"
"101","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","simPATI","Non HVC","B2B"
"102","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","simPATI","Non HVC","B2C"
"103","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","simPATI","Platinum","B2C"
"104","2020-09-01","CENTRALJABOTABEK","JAKPUSEL","UNKNOWN","Non HVC","B2C"
"105","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","kartuAS","Diamond","B2C"
"106","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","KartuAS","Gold","B2C"
"107","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","kartuAS","Non HVC","B2B"
"108","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","KartuAS","Non HVC","B2C"
"109","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","KartuAS","Platinum","B2C"
"110","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","Loop","Diamond","B2C"
"111","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","LOOP","Gold","B2C"
"112","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","Loop","Non HVC","B2B"
"113","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","LOOP","Non HVC","B2C"
"114","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","LOOP","Platinum","B2C"
"115","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","simPATI","Diamond","B2C"
"116","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","simPATI","Gold","B2C"
"117","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","simPATI","Non HVC","B2B"
"118","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","simPATI","Non HVC","B2C"
"119","2020-09-01","CENTRALJABOTABEK","JAKTIM 1","simPATI","Platinum","B2C"
"120","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","kartuAS","Diamond","B2C"
"121","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","KartuAS","Gold","B2C"
"122","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","kartuAS","Non HVC","B2B"
"123","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","kartuAS","Non HVC","B2C"
"124","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","KartuAS","Platinum","B2C"
"125","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","Loop","Diamond","B2C"
"126","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","Loop","Gold","B2C"
"127","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","Loop","Non HVC","B2B"
"128","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","LOOP","Non HVC","B2C"
"129","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","LOOP","Platinum","B2C"
"130","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","simPATI","Diamond","B2C"
"131","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","simPATI","Gold","B2C"
"132","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","simPATI","Non HVC","B2B"
"133","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","simPATI","Non HVC","B2C"
"134","2020-09-01","CENTRALJABOTABEK","JAKTIM 2","simPATI","Platinum","B2C"
"135","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","kartuAS","Diamond","B2C"
"136","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","kartuAS","Gold","B2C"
"137","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","kartuAS","Non HVC","B2B"
"138","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","KartuAS","Non HVC","B2C"
"139","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","KartuAS","Platinum","B2C"
"140","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","Loop","Diamond","B2C"
"141","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","LOOP","Gold","B2C"
"142","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","Loop","Non HVC","B2B"
"143","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","LOOP","Non HVC","B2C"
"144","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","LOOP","Platinum","B2C"
"145","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","simPATI","Diamond","B2C"
"146","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","simPATI","Gold","B2C"
"147","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","simPATI","Non HVC","B2B"
"148","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","simPATI","Non HVC","B2C"
"149","2020-09-01","CENTRALJABOTABEK","NEW JAKBAR","simPATI","Platinum","B2C"
"150","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","kartuAS","Diamond","B2C"
"151","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","KartuAS","Gold","B2C"
"152","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","kartuAS","Non HVC","B2B"
"153","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","kartuAS","Non HVC","B2C"
"154","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","KartuAS","Platinum","B2C"
"155","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","Loop","Diamond","B2C"
"156","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","Loop","Gold","B2C"
"157","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","Loop","Non HVC","B2B"
"158","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","LOOP","Non HVC","B2C"
"159","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","LOOP","Platinum","B2C"
"160","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","simPATI","Diamond","B2C"
"161","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","simPATI","Gold","B2C"
"162","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","simPATI","Non HVC","B2B"
"163","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","simPATI","Non HVC","B2C"
"164","2020-09-01","CENTRALJABOTABEK","NEW JAKUT","simPATI","Platinum","B2C"
"165","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","kartuAS","Diamond","B2C"
"166","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","KartuAS","Gold","B2C"
"167","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","kartuAS","Non HVC","B2B"
"168","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","kartuAS","Non HVC","B2C"
"169","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","kartuAS","Platinum","B2C"
"170","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","Loop","Diamond","B2C"
"171","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","LOOP","Gold","B2C"
"172","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","Loop","Non HVC","B2B"
"173","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","LOOP","Non HVC","B2C"
"174","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","Loop","Platinum","B2C"
"175","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","simPATI","Diamond","B2C"
"176","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","simPATI","Gold","B2C"
"177","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","simPATI","Non HVC","B2B"
"178","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","simPATI","Non HVC","B2C"
"179","2020-09-01","EASTERNJABOTABEK","BEKASI SELATAN","simPATI","Platinum","B2C"
"180","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","kartuAS","Diamond","B2C"
"181","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","KartuAS","Gold","B2C"
"182","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","kartuAS","Non HVC","B2B"
"183","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","KartuAS","Non HVC","B2C"
"184","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","KartuAS","Platinum","B2C"
"185","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","Loop","Diamond","B2C"
"186","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","LOOP","Gold","B2C"
"187","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","Loop","Non HVC","B2B"
"188","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","Loop","Non HVC","B2C"
"189","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","LOOP","Platinum","B2C"
"190","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","simPATI","Diamond","B2C"
"191","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","simPATI","Gold","B2C"
"192","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","simPATI","Non HVC","B2B"
"193","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","simPATI","Non HVC","B2C"
"194","2020-09-01","EASTERNJABOTABEK","BEKASI UTARA","simPATI","Platinum","B2C"
"195","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","kartuAS","Diamond","B2C"
"196","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","KartuAS","Gold","B2C"
"197","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","kartuAS","Non HVC","B2B"
"198","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","KartuAS","Non HVC","B2C"
"199","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","KartuAS","Platinum","B2C"
"200","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","LOOP","Diamond","B2C"
"201","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","LOOP","Gold","B2C"
"202","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","Loop","Non HVC","B2B"
"203","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","LOOP","Non HVC","B2C"
"204","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","Loop","Platinum","B2C"
"205","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","simPATI","Diamond","B2C"
"206","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","simPATI","Gold","B2C"
"207","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","simPATI","Non HVC","B2B"
"208","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","simPATI","Non HVC","B2C"
"209","2020-09-01","EASTERNJABOTABEK","CILEUNGSI","simPATI","Platinum","B2C"
"210","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","kartuAS","Diamond","B2C"
"211","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","kartuAS","Gold","B2C"
"212","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","kartuAS","Non HVC","B2B"
"213","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","kartuAS","Non HVC","B2C"
"214","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","KartuAS","Platinum","B2C"
"215","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","Loop","Diamond","B2C"
"216","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","LOOP","Gold","B2C"
"217","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","Loop","Non HVC","B2B"
"218","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","Loop","Non HVC","B2C"
"219","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","Loop","Platinum","B2C"
"220","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","simPATI","Diamond","B2C"
"221","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","simPATI","Gold","B2C"
"222","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","simPATI","Non HVC","B2B"
"223","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","simPATI","Non HVC","B2C"
"224","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","simPATI","Platinum","B2C"
"225","2020-09-01","EASTERNJABOTABEK","KARAWANG PURWAKARTA","UNKNOWN","Non HVC","B2C"
"226","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","KartuAS","Diamond","B2C"
"227","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","kartuAS","Gold","B2C"
"228","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","kartuAS","Non HVC","B2B"
"229","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","kartuAS","Non HVC","B2C"
"230","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","kartuAS","Platinum","B2C"
"231","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","Loop","Diamond","B2C"
"232","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","Loop","Gold","B2C"
"233","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","Loop","Non HVC","B2B"
"234","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","LOOP","Non HVC","B2C"
"235","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","Loop","Platinum","B2C"
"236","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","simPATI","Diamond","B2C"
"237","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","simPATI","Gold","B2C"
"238","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","simPATI","Non HVC","B2B"
"239","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","simPATI","Non HVC","B2C"
"240","2020-09-01","EASTERNJABOTABEK","NEW DEPOK","simPATI","Platinum","B2C"
"241","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","kartuAS","Diamond","B2C"
"242","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","kartuAS","Gold","B2C"
"243","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","kartuAS","Non HVC","B2B"
"244","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","kartuAS","Non HVC","B2C"
"245","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","kartuAS","Platinum","B2C"
"246","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","Loop","Diamond","B2C"
"247","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","LOOP","Gold","B2C"
"248","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","Loop","Non HVC","B2B"
"249","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","LOOP","Non HVC","B2C"
"250","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","Loop","Platinum","B2C"
"251","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","simPATI","Diamond","B2C"
"252","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","simPATI","Gold","B2C"
"253","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","simPATI","Non HVC","B2B"
"254","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","simPATI","Non HVC","B2C"
"255","2020-09-01","EASTERNJABOTABEK","SUKABUMI BOGOR","simPATI","Platinum","B2C"
"256","2020-09-01","JABAR","CIAMIS","kartuAS","Diamond","B2C"
"257","2020-09-01","JABAR","CIAMIS","kartuAS","Gold","B2C"
"258","2020-09-01","JABAR","CIAMIS","kartuAS","Non HVC","B2B"
"259","2020-09-01","JABAR","CIAMIS","KartuAS","Non HVC","B2C"
"260","2020-09-01","JABAR","CIAMIS","KartuAS","Platinum","B2C"
"261","2020-09-01","JABAR","CIAMIS","Loop","Diamond","B2C"
"262","2020-09-01","JABAR","CIAMIS","LOOP","Gold","B2C"
"263","2020-09-01","JABAR","CIAMIS","Loop","Non HVC","B2B"
"264","2020-09-01","JABAR","CIAMIS","LOOP","Non HVC","B2C"
"265","2020-09-01","JABAR","CIAMIS","Loop","Platinum","B2C"
"266","2020-09-01","JABAR","CIAMIS","simPATI","Diamond","B2C"
"267","2020-09-01","JABAR","CIAMIS","simPATI","Gold","B2C"
"268","2020-09-01","JABAR","CIAMIS","simPATI","Non HVC","B2B"
"269","2020-09-01","JABAR","CIAMIS","simPATI","Non HVC","B2C"
"270","2020-09-01","JABAR","CIAMIS","simPATI","Platinum","B2C"
"271","2020-09-01","JABAR","CIREBON","kartuAS","Diamond","B2C"
"272","2020-09-01","JABAR","CIREBON","KartuAS","Gold","B2C"
"273","2020-09-01","JABAR","CIREBON","kartuAS","Non HVC","B2B"
"274","2020-09-01","JABAR","CIREBON","KartuAS","Non HVC","B2C"
"275","2020-09-01","JABAR","CIREBON","kartuAS","Platinum","B2C"
"276","2020-09-01","JABAR","CIREBON","Loop","Diamond","B2C"
"277","2020-09-01","JABAR","CIREBON","Loop","Gold","B2C"
"278","2020-09-01","JABAR","CIREBON","Loop","Non HVC","B2B"
"279","2020-09-01","JABAR","CIREBON","LOOP","Non HVC","B2C"
"280","2020-09-01","JABAR","CIREBON","Loop","Platinum","B2C"
"281","2020-09-01","JABAR","CIREBON","simPATI","Diamond","B2C"
"282","2020-09-01","JABAR","CIREBON","simPATI","Gold","B2C"
"283","2020-09-01","JABAR","CIREBON","simPATI","Non HVC","B2B"
"284","2020-09-01","JABAR","CIREBON","simPATI","Non HVC","B2C"
"285","2020-09-01","JABAR","CIREBON","simPATI","Platinum","B2C"
"286","2020-09-01","JABAR","CIREBON","UNKNOWN","Non HVC","B2C"
"287","2020-09-01","JABAR","GARUT","kartuAS","Diamond","B2C"
"288","2020-09-01","JABAR","GARUT","kartuAS","Gold","B2C"
"289","2020-09-01","JABAR","GARUT","kartuAS","Non HVC","B2B"
"290","2020-09-01","JABAR","GARUT","kartuAS","Non HVC","B2C"
"291","2020-09-01","JABAR","GARUT","kartuAS","Platinum","B2C"
"292","2020-09-01","JABAR","GARUT","Loop","Diamond","B2C"
"293","2020-09-01","JABAR","GARUT","LOOP","Gold","B2C"
"294","2020-09-01","JABAR","GARUT","Loop","Non HVC","B2B"
"295","2020-09-01","JABAR","GARUT","Loop","Non HVC","B2C"
"296","2020-09-01","JABAR","GARUT","Loop","Platinum","B2C"
"297","2020-09-01","JABAR","GARUT","simPATI","Diamond","B2C"
"298","2020-09-01","JABAR","GARUT","simPATI","Gold","B2C"
"299","2020-09-01","JABAR","GARUT","simPATI","Non HVC","B2B"
"300","2020-09-01","JABAR","GARUT","simPATI","Non HVC","B2C"
"301","2020-09-01","JABAR","GARUT","simPATI","Platinum","B2C"
"302","2020-09-01","JABAR","KOTA BANDUNG","kartuAS","Diamond","B2C"
"303","2020-09-01","JABAR","KOTA BANDUNG","kartuAS","Gold","B2C"
"304","2020-09-01","JABAR","KOTA BANDUNG","kartuAS","Non HVC","B2B"
"305","2020-09-01","JABAR","KOTA BANDUNG","KartuAS","Non HVC","B2C"
"306","2020-09-01","JABAR","KOTA BANDUNG","kartuAS","Platinum","B2C"
"307","2020-09-01","JABAR","KOTA BANDUNG","Loop","Diamond","B2C"
"308","2020-09-01","JABAR","KOTA BANDUNG","LOOP","Gold","B2C"
"309","2020-09-01","JABAR","KOTA BANDUNG","Loop","Non HVC","B2B"
"310","2020-09-01","JABAR","KOTA BANDUNG","LOOP","Non HVC","B2C"
"311","2020-09-01","JABAR","KOTA BANDUNG","Loop","Platinum","B2C"
"312","2020-09-01","JABAR","KOTA BANDUNG","simPATI","Diamond","B2C"
"313","2020-09-01","JABAR","KOTA BANDUNG","simPATI","Gold","B2C"
"314","2020-09-01","JABAR","KOTA BANDUNG","simPATI","Non HVC","B2B"
"315","2020-09-01","JABAR","KOTA BANDUNG","simPATI","Non HVC","B2C"
"316","2020-09-01","JABAR","KOTA BANDUNG","simPATI","Platinum","B2C"
"317","2020-09-01","JABAR","KUNINGAN","kartuAS","Diamond","B2C"
"318","2020-09-01","JABAR","KUNINGAN","kartuAS","Gold","B2C"
"319","2020-09-01","JABAR","KUNINGAN","kartuAS","Non HVC","B2B"
"320","2020-09-01","JABAR","KUNINGAN","KartuAS","Non HVC","B2C"
"321","2020-09-01","JABAR","KUNINGAN","kartuAS","Platinum","B2C"
"322","2020-09-01","JABAR","KUNINGAN","Loop","Diamond","B2C"
"323","2020-09-01","JABAR","KUNINGAN","LOOP","Gold","B2C"
"324","2020-09-01","JABAR","KUNINGAN","Loop","Non HVC","B2B"
"325","2020-09-01","JABAR","KUNINGAN","LOOP","Non HVC","B2C"
