"ID","tanggal","provinsi","bagian","brand","jenis","cust_type"
"2971","2020-09-02","KALIMANTAN","SINTANG","KartuAS","Non HVC","B2C"
"2972","2020-09-02","KALIMANTAN","SINTANG","kartuAS","Platinum","B2C"
"2973","2020-09-02","KALIMANTAN","SINTANG","Loop","Diamond","B2C"
"2974","2020-09-02","KALIMANTAN","SINTANG","Loop","Gold","B2C"
"2975","2020-09-02","KALIMANTAN","SINTANG","Loop","Non HVC","B2B"
"2976","2020-09-02","KALIMANTAN","SINTANG","LOOP","Non HVC","B2C"
"2977","2020-09-02","KALIMANTAN","SINTANG","Loop","Platinum","B2C"
"2978","2020-09-02","KALIMANTAN","SINTANG","simPATI","Diamond","B2C"
"2979","2020-09-02","KALIMANTAN","SINTANG","simPATI","Gold","B2C"
"2980","2020-09-02","KALIMANTAN","SINTANG","simPATI","Non HVC","B2B"
"2981","2020-09-02","KALIMANTAN","SINTANG","simPATI","Non HVC","B2C"
"2982","2020-09-02","KALIMANTAN","SINTANG","simPATI","Platinum","B2C"
"2983","2020-09-02","PUMA","AMBON NAMLEA","kartuAS","Diamond","B2C"
"2984","2020-09-02","PUMA","AMBON NAMLEA","kartuAS","Gold","B2C"
"2985","2020-09-02","PUMA","AMBON NAMLEA","kartuAS","Non HVC","B2B"
"2986","2020-09-02","PUMA","AMBON NAMLEA","KartuAS","Non HVC","B2C"
"2987","2020-09-02","PUMA","AMBON NAMLEA","kartuAS","Platinum","B2C"
"2988","2020-09-02","PUMA","AMBON NAMLEA","Loop","Diamond","B2C"
"2989","2020-09-02","PUMA","AMBON NAMLEA","Loop","Gold","B2C"
"2990","2020-09-02","PUMA","AMBON NAMLEA","Loop","Non HVC","B2B"
"2991","2020-09-02","PUMA","AMBON NAMLEA","Loop","Non HVC","B2C"
"2992","2020-09-02","PUMA","AMBON NAMLEA","LOOP","Platinum","B2C"
"2993","2020-09-02","PUMA","AMBON NAMLEA","simPATI","Diamond","B2C"
"2994","2020-09-02","PUMA","AMBON NAMLEA","simPATI","Gold","B2C"
"2995","2020-09-02","PUMA","AMBON NAMLEA","simPATI","Non HVC","B2B"
"2996","2020-09-02","PUMA","AMBON NAMLEA","simPATI","Non HVC","B2C"
"2997","2020-09-02","PUMA","AMBON NAMLEA","simPATI","Platinum","B2C"
"2998","2020-09-02","PUMA","JAYAPURA","KartuAS","Diamond","B2C"
"2999","2020-09-02","PUMA","JAYAPURA","kartuAS","Gold","B2C"
"3000","2020-09-02","PUMA","JAYAPURA","kartuAS","Non HVC","B2B"
"3001","2020-09-02","PUMA","JAYAPURA","KartuAS","Non HVC","B2C"
"3002","2020-09-02","PUMA","JAYAPURA","KartuAS","Platinum","B2C"
"3003","2020-09-02","PUMA","JAYAPURA","Loop","Diamond","B2C"
"3004","2020-09-02","PUMA","JAYAPURA","LOOP","Gold","B2C"
"3005","2020-09-02","PUMA","JAYAPURA","Loop","Non HVC","B2B"
"3006","2020-09-02","PUMA","JAYAPURA","LOOP","Non HVC","B2C"
"3007","2020-09-02","PUMA","JAYAPURA","Loop","Platinum","B2C"
"3008","2020-09-02","PUMA","JAYAPURA","simPATI","Diamond","B2C"
"3009","2020-09-02","PUMA","JAYAPURA","simPATI","Gold","B2C"
"3010","2020-09-02","PUMA","JAYAPURA","simPATI","Non HVC","B2B"
"3011","2020-09-02","PUMA","JAYAPURA","simPATI","Non HVC","B2C"
"3012","2020-09-02","PUMA","JAYAPURA","simPATI","Platinum","B2C"
"3013","2020-09-02","PUMA","KEPULAUAN SERAM","kartuAS","Diamond","B2C"
"3014","2020-09-02","PUMA","KEPULAUAN SERAM","kartuAS","Gold","B2C"
"3015","2020-09-02","PUMA","KEPULAUAN SERAM","kartuAS","Non HVC","B2B"
"3016","2020-09-02","PUMA","KEPULAUAN SERAM","kartuAS","Non HVC","B2C"
"3017","2020-09-02","PUMA","KEPULAUAN SERAM","kartuAS","Platinum","B2C"
"3018","2020-09-02","PUMA","KEPULAUAN SERAM","Loop","Diamond","B2C"
"3019","2020-09-02","PUMA","KEPULAUAN SERAM","Loop","Gold","B2C"
"3020","2020-09-02","PUMA","KEPULAUAN SERAM","Loop","Non HVC","B2B"
"3021","2020-09-02","PUMA","KEPULAUAN SERAM","Loop","Non HVC","B2C"
"3022","2020-09-02","PUMA","KEPULAUAN SERAM","Loop","Platinum","B2C"
"3023","2020-09-02","PUMA","KEPULAUAN SERAM","simPATI","Diamond","B2C"
"3024","2020-09-02","PUMA","KEPULAUAN SERAM","simPATI","Gold","B2C"
"3025","2020-09-02","PUMA","KEPULAUAN SERAM","simPATI","Non HVC","B2B"
"3026","2020-09-02","PUMA","KEPULAUAN SERAM","simPATI","Non HVC","B2C"
"3027","2020-09-02","PUMA","KEPULAUAN SERAM","simPATI","Platinum","B2C"
"3028","2020-09-02","PUMA","KEPULAUAN TUAL","kartuAS","Diamond","B2C"
"3029","2020-09-02","PUMA","KEPULAUAN TUAL","kartuAS","Gold","B2C"
"3030","2020-09-02","PUMA","KEPULAUAN TUAL","kartuAS","Non HVC","B2B"
"3031","2020-09-02","PUMA","KEPULAUAN TUAL","kartuAS","Non HVC","B2C"
"3032","2020-09-02","PUMA","KEPULAUAN TUAL","kartuAS","Platinum","B2C"
"3033","2020-09-02","PUMA","KEPULAUAN TUAL","Loop","Diamond","B2C"
"3034","2020-09-02","PUMA","KEPULAUAN TUAL","Loop","Gold","B2C"
"3035","2020-09-02","PUMA","KEPULAUAN TUAL","Loop","Non HVC","B2B"
"3036","2020-09-02","PUMA","KEPULAUAN TUAL","Loop","Non HVC","B2C"
"3037","2020-09-02","PUMA","KEPULAUAN TUAL","Loop","Platinum","B2C"
"3038","2020-09-02","PUMA","KEPULAUAN TUAL","simPATI","Diamond","B2C"
"3039","2020-09-02","PUMA","KEPULAUAN TUAL","simPATI","Gold","B2C"
"3040","2020-09-02","PUMA","KEPULAUAN TUAL","simPATI","Non HVC","B2B"
"3041","2020-09-02","PUMA","KEPULAUAN TUAL","simPATI","Non HVC","B2C"
"3042","2020-09-02","PUMA","KEPULAUAN TUAL","simPATI","Platinum","B2C"
"3043","2020-09-02","PUMA","MANOKWARI NABIRE","kartuAS","Diamond","B2C"
"3044","2020-09-02","PUMA","MANOKWARI NABIRE","kartuAS","Gold","B2C"
"3045","2020-09-02","PUMA","MANOKWARI NABIRE","kartuAS","Non HVC","B2B"
"3046","2020-09-02","PUMA","MANOKWARI NABIRE","kartuAS","Non HVC","B2C"
"3047","2020-09-02","PUMA","MANOKWARI NABIRE","kartuAS","Platinum","B2C"
"3048","2020-09-02","PUMA","MANOKWARI NABIRE","Loop","Diamond","B2C"
"3049","2020-09-02","PUMA","MANOKWARI NABIRE","Loop","Gold","B2C"
"3050","2020-09-02","PUMA","MANOKWARI NABIRE","Loop","Non HVC","B2B"
"3051","2020-09-02","PUMA","MANOKWARI NABIRE","Loop","Non HVC","B2C"
"3052","2020-09-02","PUMA","MANOKWARI NABIRE","Loop","Platinum","B2C"
"3053","2020-09-02","PUMA","MANOKWARI NABIRE","simPATI","Diamond","B2C"
"3054","2020-09-02","PUMA","MANOKWARI NABIRE","simPATI","Gold","B2C"
"3055","2020-09-02","PUMA","MANOKWARI NABIRE","simPATI","Non HVC","B2B"
"3056","2020-09-02","PUMA","MANOKWARI NABIRE","simPATI","Non HVC","B2C"
"3057","2020-09-02","PUMA","MANOKWARI NABIRE","simPATI","Platinum","B2C"
"3058","2020-09-02","PUMA","MERAUKE","KartuAS","Diamond","B2C"
"3059","2020-09-02","PUMA","MERAUKE","kartuAS","Gold","B2C"
"3060","2020-09-02","PUMA","MERAUKE","kartuAS","Non HVC","B2B"
"3061","2020-09-02","PUMA","MERAUKE","kartuAS","Non HVC","B2C"
"3062","2020-09-02","PUMA","MERAUKE","kartuAS","Platinum","B2C"
"3063","2020-09-02","PUMA","MERAUKE","Loop","Diamond","B2C"
"3064","2020-09-02","PUMA","MERAUKE","Loop","Gold","B2C"
"3065","2020-09-02","PUMA","MERAUKE","Loop","Non HVC","B2B"
"3066","2020-09-02","PUMA","MERAUKE","LOOP","Non HVC","B2C"
"3067","2020-09-02","PUMA","MERAUKE","Loop","Platinum","B2C"
"3068","2020-09-02","PUMA","MERAUKE","simPATI","Diamond","B2C"
"3069","2020-09-02","PUMA","MERAUKE","simPATI","Gold","B2C"
"3070","2020-09-02","PUMA","MERAUKE","simPATI","Non HVC","B2B"
"3071","2020-09-02","PUMA","MERAUKE","simPATI","Non HVC","B2C"
"3072","2020-09-02","PUMA","MERAUKE","simPATI","Platinum","B2C"
"3084","2020-09-02","PUMA","SENTANI","kartuAS","Diamond","B2C"
"3085","2020-09-02","PUMA","SENTANI","kartuAS","Gold","B2C"
"3086","2020-09-02","PUMA","SENTANI","kartuAS","Non HVC","B2B"
"3087","2020-09-02","PUMA","SENTANI","kartuAS","Non HVC","B2C"
"3088","2020-09-02","PUMA","SENTANI","kartuAS","Platinum","B2C"
"3089","2020-09-02","PUMA","SENTANI","Loop","Diamond","B2C"
"3090","2020-09-02","PUMA","SENTANI","Loop","Gold","B2C"
"3091","2020-09-02","PUMA","SENTANI","Loop","Non HVC","B2B"
"3092","2020-09-02","PUMA","SENTANI","LOOP","Non HVC","B2C"
"3093","2020-09-02","PUMA","SENTANI","Loop","Platinum","B2C"
"3094","2020-09-02","PUMA","SENTANI","simPATI","Diamond","B2C"
"3095","2020-09-02","PUMA","SENTANI","simPATI","Gold","B2C"
"3096","2020-09-02","PUMA","SENTANI","simPATI","Non HVC","B2B"
"3097","2020-09-02","PUMA","SENTANI","simPATI","Non HVC","B2C"
"3098","2020-09-02","PUMA","SENTANI","simPATI","Platinum","B2C"
"3099","2020-09-02","PUMA","SORONG RAJA AMPAT","kartuAS","Diamond","B2C"
"3100","2020-09-02","PUMA","SORONG RAJA AMPAT","kartuAS","Gold","B2C"
"3101","2020-09-02","PUMA","SORONG RAJA AMPAT","kartuAS","Non HVC","B2B"
"3102","2020-09-02","PUMA","SORONG RAJA AMPAT","kartuAS","Non HVC","B2C"
"3103","2020-09-02","PUMA","SORONG RAJA AMPAT","KartuAS","Platinum","B2C"
"3104","2020-09-02","PUMA","SORONG RAJA AMPAT","Loop","Diamond","B2C"
"3105","2020-09-02","PUMA","SORONG RAJA AMPAT","Loop","Gold","B2C"
"3106","2020-09-02","PUMA","SORONG RAJA AMPAT","Loop","Non HVC","B2B"
"3107","2020-09-02","PUMA","SORONG RAJA AMPAT","Loop","Non HVC","B2C"
"3108","2020-09-02","PUMA","SORONG RAJA AMPAT","LOOP","Platinum","B2C"
"3109","2020-09-02","PUMA","SORONG RAJA AMPAT","simPATI","Diamond","B2C"
"3110","2020-09-02","PUMA","SORONG RAJA AMPAT","simPATI","Gold","B2C"
"3111","2020-09-02","PUMA","SORONG RAJA AMPAT","simPATI","Non HVC","B2B"
"3112","2020-09-02","PUMA","SORONG RAJA AMPAT","simPATI","Non HVC","B2C"
"3113","2020-09-02","PUMA","SORONG RAJA AMPAT","simPATI","Platinum","B2C"
"3114","2020-09-02","PUMA","TIMIKA","kartuAS","Diamond","B2C"
"3115","2020-09-02","PUMA","TIMIKA","kartuAS","Gold","B2C"
"3116","2020-09-02","PUMA","TIMIKA","kartuAS","Non HVC","B2B"
"3117","2020-09-02","PUMA","TIMIKA","kartuAS","Non HVC","B2C"
"3118","2020-09-02","PUMA","TIMIKA","KartuAS","Platinum","B2C"
"3119","2020-09-02","PUMA","TIMIKA","Loop","Diamond","B2C"
"3120","2020-09-02","PUMA","TIMIKA","Loop","Gold","B2C"
"3121","2020-09-02","PUMA","TIMIKA","Loop","Non HVC","B2B"
"3122","2020-09-02","PUMA","TIMIKA","LOOP","Non HVC","B2C"
"3123","2020-09-02","PUMA","TIMIKA","LOOP","Platinum","B2C"
"3124","2020-09-02","PUMA","TIMIKA","simPATI","Diamond","B2C"
"3125","2020-09-02","PUMA","TIMIKA","simPATI","Gold","B2C"
"3126","2020-09-02","PUMA","TIMIKA","simPATI","Non HVC","B2B"
"3127","2020-09-02","PUMA","TIMIKA","simPATI","Non HVC","B2C"
"3128","2020-09-02","PUMA","TIMIKA","simPATI","Platinum","B2C"
"3129","2020-09-02","SULAWESI","BARRU MAROS","kartuAS","Diamond","B2C"
"3130","2020-09-02","SULAWESI","BARRU MAROS","KartuAS","Gold","B2C"
"3131","2020-09-02","SULAWESI","BARRU MAROS","kartuAS","Non HVC","B2B"
"3132","2020-09-02","SULAWESI","BARRU MAROS","kartuAS","Non HVC","B2C"
"3133","2020-09-02","SULAWESI","BARRU MAROS","kartuAS","Platinum","B2C"
"3134","2020-09-02","SULAWESI","BARRU MAROS","Loop","Diamond","B2C"
"3135","2020-09-02","SULAWESI","BARRU MAROS","LOOP","Gold","B2C"
"3136","2020-09-02","SULAWESI","BARRU MAROS","Loop","Non HVC","B2B"
"3137","2020-09-02","SULAWESI","BARRU MAROS","LOOP","Non HVC","B2C"
"3138","2020-09-02","SULAWESI","BARRU MAROS","Loop","Platinum","B2C"
"3139","2020-09-02","SULAWESI","BARRU MAROS","simPATI","Diamond","B2C"
"3140","2020-09-02","SULAWESI","BARRU MAROS","simPATI","Gold","B2C"
"3141","2020-09-02","SULAWESI","BARRU MAROS","simPATI","Non HVC","B2B"
"3142","2020-09-02","SULAWESI","BARRU MAROS","simPATI","Non HVC","B2C"
"3143","2020-09-02","SULAWESI","BARRU MAROS","simPATI","Platinum","B2C"
"3144","2020-09-02","SULAWESI","BONE BULUKUMBA","kartuAS","Diamond","B2C"
"3145","2020-09-02","SULAWESI","BONE BULUKUMBA","KartuAS","Gold","B2C"
"3146","2020-09-02","SULAWESI","BONE BULUKUMBA","kartuAS","Non HVC","B2B"
"3147","2020-09-02","SULAWESI","BONE BULUKUMBA","kartuAS","Non HVC","B2C"
"3148","2020-09-02","SULAWESI","BONE BULUKUMBA","kartuAS","Platinum","B2C"
"3149","2020-09-02","SULAWESI","BONE BULUKUMBA","Loop","Diamond","B2C"
"3150","2020-09-02","SULAWESI","BONE BULUKUMBA","Loop","Gold","B2C"
"3151","2020-09-02","SULAWESI","BONE BULUKUMBA","Loop","Non HVC","B2B"
"3152","2020-09-02","SULAWESI","BONE BULUKUMBA","Loop","Non HVC","B2C"
"3153","2020-09-02","SULAWESI","BONE BULUKUMBA","Loop","Platinum","B2C"
"3154","2020-09-02","SULAWESI","BONE BULUKUMBA","simPATI","Diamond","B2C"
"3155","2020-09-02","SULAWESI","BONE BULUKUMBA","simPATI","Gold","B2C"
"3156","2020-09-02","SULAWESI","BONE BULUKUMBA","simPATI","Non HVC","B2B"
"3157","2020-09-02","SULAWESI","BONE BULUKUMBA","simPATI","Non HVC","B2C"
"3158","2020-09-02","SULAWESI","BONE BULUKUMBA","simPATI","Platinum","B2C"
"3159","2020-09-02","SULAWESI","EWAKO","KartuAS","Diamond","B2C"
"3160","2020-09-02","SULAWESI","EWAKO","kartuAS","Gold","B2C"
"3161","2020-09-02","SULAWESI","EWAKO","kartuAS","Non HVC","B2B"
"3162","2020-09-02","SULAWESI","EWAKO","kartuAS","Non HVC","B2C"
"3163","2020-09-02","SULAWESI","EWAKO","kartuAS","Platinum","B2C"
"3164","2020-09-02","SULAWESI","EWAKO","Loop","Diamond","B2C"
"3165","2020-09-02","SULAWESI","EWAKO","LOOP","Gold","B2C"
"3166","2020-09-02","SULAWESI","EWAKO","Loop","Non HVC","B2B"
"3167","2020-09-02","SULAWESI","EWAKO","Loop","Non HVC","B2C"
"3168","2020-09-02","SULAWESI","EWAKO","Loop","Platinum","B2C"
"3169","2020-09-02","SULAWESI","EWAKO","simPATI","Diamond","B2C"
"3170","2020-09-02","SULAWESI","EWAKO","simPATI","Gold","B2C"
"3171","2020-09-02","SULAWESI","EWAKO","simPATI","Non HVC","B2B"
"3172","2020-09-02","SULAWESI","EWAKO","simPATI","Non HVC","B2C"
"3173","2020-09-02","SULAWESI","EWAKO","simPATI","Platinum","B2C"
"3174","2020-09-02","SULAWESI","GORONTALO","kartuAS","Diamond","B2C"
"3175","2020-09-02","SULAWESI","GORONTALO","KartuAS","Gold","B2C"
"3176","2020-09-02","SULAWESI","GORONTALO","kartuAS","Non HVC","B2B"
"3177","2020-09-02","SULAWESI","GORONTALO","kartuAS","Non HVC","B2C"
"3178","2020-09-02","SULAWESI","GORONTALO","KartuAS","Platinum","B2C"
"3179","2020-09-02","SULAWESI","GORONTALO","Loop","Diamond","B2C"
"3180","2020-09-02","SULAWESI","GORONTALO","LOOP","Gold","B2C"
"3181","2020-09-02","SULAWESI","GORONTALO","Loop","Non HVC","B2B"
"3182","2020-09-02","SULAWESI","GORONTALO","Loop","Non HVC","B2C"
"3183","2020-09-02","SULAWESI","GORONTALO","Loop","Platinum","B2C"
"3184","2020-09-02","SULAWESI","GORONTALO","simPATI","Diamond","B2C"
"3185","2020-09-02","SULAWESI","GORONTALO","simPATI","Gold","B2C"
"3186","2020-09-02","SULAWESI","GORONTALO","simPATI","Non HVC","B2B"
"3187","2020-09-02","SULAWESI","GORONTALO","simPATI","Non HVC","B2C"
"3188","2020-09-02","SULAWESI","GORONTALO","simPATI","Platinum","B2C"
"3189","2020-09-02","SULAWESI","GOWA","kartuAS","Diamond","B2C"
"3190","2020-09-02","SULAWESI","GOWA","KartuAS","Gold","B2C"
"3191","2020-09-02","SULAWESI","GOWA","kartuAS","Non HVC","B2B"
"3192","2020-09-02","SULAWESI","GOWA","kartuAS","Non HVC","B2C"
"3193","2020-09-02","SULAWESI","GOWA","kartuAS","Platinum","B2C"
"3194","2020-09-02","SULAWESI","GOWA","Loop","Diamond","B2C"
"3195","2020-09-02","SULAWESI","GOWA","Loop","Gold","B2C"
"3196","2020-09-02","SULAWESI","GOWA","Loop","Non HVC","B2B"
"3197","2020-09-02","SULAWESI","GOWA","Loop","Non HVC","B2C"
"3198","2020-09-02","SULAWESI","GOWA","Loop","Platinum","B2C"
"3199","2020-09-02","SULAWESI","GOWA","simPATI","Diamond","B2C"
"3200","2020-09-02","SULAWESI","GOWA","simPATI","Gold","B2C"
"3201","2020-09-02","SULAWESI","GOWA","simPATI","Non HVC","B2B"
"3202","2020-09-02","SULAWESI","GOWA","simPATI","Non HVC","B2C"
"3203","2020-09-02","SULAWESI","GOWA","simPATI","Platinum","B2C"
"3204","2020-09-02","SULAWESI","GOWA","UNKNOWN","Non HVC","B2C"
"3205","2020-09-02","SULAWESI","KENDARI","kartuAS","Diamond","B2C"
"3206","2020-09-02","SULAWESI","KENDARI","KartuAS","Gold","B2C"
"3207","2020-09-02","SULAWESI","KENDARI","kartuAS","Non HVC","B2B"
"3208","2020-09-02","SULAWESI","KENDARI","kartuAS","Non HVC","B2C"
"3209","2020-09-02","SULAWESI","KENDARI","kartuAS","Platinum","B2C"
"3210","2020-09-02","SULAWESI","KENDARI","Loop","Diamond","B2C"
"3211","2020-09-02","SULAWESI","KENDARI","Loop","Gold","B2C"
"3212","2020-09-02","SULAWESI","KENDARI","Loop","Non HVC","B2B"
"3213","2020-09-02","SULAWESI","KENDARI","Loop","Non HVC","B2C"
"3214","2020-09-02","SULAWESI","KENDARI","Loop","Platinum","B2C"
"3215","2020-09-02","SULAWESI","KENDARI","simPATI","Diamond","B2C"
"3216","2020-09-02","SULAWESI","KENDARI","simPATI","Gold","B2C"
"3217","2020-09-02","SULAWESI","KENDARI","simPATI","Non HVC","B2B"
"3218","2020-09-02","SULAWESI","KENDARI","simPATI","Non HVC","B2C"
"3219","2020-09-02","SULAWESI","KENDARI","simPATI","Platinum","B2C"
"3220","2020-09-02","SULAWESI","KENDARI","UNKNOWN","Non HVC","B2C"
"3221","2020-09-02","SULAWESI","KOTA MAKASSAR","kartuAS","Diamond","B2C"
"3222","2020-09-02","SULAWESI","KOTA MAKASSAR","kartuAS","Gold","B2C"
"3223","2020-09-02","SULAWESI","KOTA MAKASSAR","kartuAS","Non HVC","B2B"
"3224","2020-09-02","SULAWESI","KOTA MAKASSAR","KartuAS","Non HVC","B2C"
"3225","2020-09-02","SULAWESI","KOTA MAKASSAR","kartuAS","Platinum","B2C"
"3226","2020-09-02","SULAWESI","KOTA MAKASSAR","Loop","Diamond","B2C"
"3227","2020-09-02","SULAWESI","KOTA MAKASSAR","Loop","Gold","B2C"
"3228","2020-09-02","SULAWESI","KOTA MAKASSAR","Loop","Non HVC","B2B"
"3229","2020-09-02","SULAWESI","KOTA MAKASSAR","Loop","Non HVC","B2C"
"3230","2020-09-02","SULAWESI","KOTA MAKASSAR","Loop","Platinum","B2C"
"3231","2020-09-02","SULAWESI","KOTA MAKASSAR","simPATI","Diamond","B2C"
"3232","2020-09-02","SULAWESI","KOTA MAKASSAR","simPATI","Gold","B2C"
"3233","2020-09-02","SULAWESI","KOTA MAKASSAR","simPATI","Non HVC","B2B"
"3234","2020-09-02","SULAWESI","KOTA MAKASSAR","simPATI","Non HVC","B2C"
"3235","2020-09-02","SULAWESI","KOTA MAKASSAR","simPATI","Platinum","B2C"
"3236","2020-09-02","SULAWESI","LUWUK BANGGAI","kartuAS","Diamond","B2C"
"3237","2020-09-02","SULAWESI","LUWUK BANGGAI","kartuAS","Gold","B2C"
"3238","2020-09-02","SULAWESI","LUWUK BANGGAI","kartuAS","Non HVC","B2B"
"3239","2020-09-02","SULAWESI","LUWUK BANGGAI","KartuAS","Non HVC","B2C"
"3240","2020-09-02","SULAWESI","LUWUK BANGGAI","KartuAS","Platinum","B2C"
"3241","2020-09-02","SULAWESI","LUWUK BANGGAI","Loop","Diamond","B2C"
"3242","2020-09-02","SULAWESI","LUWUK BANGGAI","LOOP","Gold","B2C"
"3243","2020-09-02","SULAWESI","LUWUK BANGGAI","Loop","Non HVC","B2B"
"3244","2020-09-02","SULAWESI","LUWUK BANGGAI","Loop","Non HVC","B2C"
"3245","2020-09-02","SULAWESI","LUWUK BANGGAI","Loop","Platinum","B2C"
"3246","2020-09-02","SULAWESI","LUWUK BANGGAI","simPATI","Diamond","B2C"
"3247","2020-09-02","SULAWESI","LUWUK BANGGAI","simPATI","Gold","B2C"
"3248","2020-09-02","SULAWESI","LUWUK BANGGAI","simPATI","Non HVC","B2B"
"3249","2020-09-02","SULAWESI","LUWUK BANGGAI","simPATI","Non HVC","B2C"
"3250","2020-09-02","SULAWESI","LUWUK BANGGAI","simPATI","Platinum","B2C"
"3251","2020-09-02","SULAWESI","MANADO RAYA","kartuAS","Diamond","B2C"
"3252","2020-09-02","SULAWESI","MANADO RAYA","KartuAS","Gold","B2C"
"3253","2020-09-02","SULAWESI","MANADO RAYA","kartuAS","Non HVC","B2B"
"3254","2020-09-02","SULAWESI","MANADO RAYA","KartuAS","Non HVC","B2C"
"3255","2020-09-02","SULAWESI","MANADO RAYA","kartuAS","Platinum","B2C"
"3256","2020-09-02","SULAWESI","MANADO RAYA","Loop","Diamond","B2C"
"3257","2020-09-02","SULAWESI","MANADO RAYA","Loop","Gold","B2C"
"3258","2020-09-02","SULAWESI","MANADO RAYA","Loop","Non HVC","B2B"
"3259","2020-09-02","SULAWESI","MANADO RAYA","Loop","Non HVC","B2C"
"3260","2020-09-02","SULAWESI","MANADO RAYA","Loop","Platinum","B2C"
"3261","2020-09-02","SULAWESI","MANADO RAYA","simPATI","Diamond","B2C"
"3262","2020-09-02","SULAWESI","MANADO RAYA","simPATI","Gold","B2C"
"3263","2020-09-02","SULAWESI","MANADO RAYA","simPATI","Non HVC","B2B"
"3264","2020-09-02","SULAWESI","MANADO RAYA","simPATI","Non HVC","B2C"
"3265","2020-09-02","SULAWESI","MANADO RAYA","simPATI","Platinum","B2C"
"3266","2020-09-02","SULAWESI","MINAHASA TALAUD","kartuAS","Diamond","B2C"
"3267","2020-09-02","SULAWESI","MINAHASA TALAUD","KartuAS","Gold","B2C"
"3268","2020-09-02","SULAWESI","MINAHASA TALAUD","kartuAS","Non HVC","B2B"
"3269","2020-09-02","SULAWESI","MINAHASA TALAUD","KartuAS","Non HVC","B2C"
"3270","2020-09-02","SULAWESI","MINAHASA TALAUD","KartuAS","Platinum","B2C"
"3271","2020-09-02","SULAWESI","MINAHASA TALAUD","Loop","Diamond","B2C"
"3272","2020-09-02","SULAWESI","MINAHASA TALAUD","Loop","Gold","B2C"
"3273","2020-09-02","SULAWESI","MINAHASA TALAUD","Loop","Non HVC","B2B"
"3274","2020-09-02","SULAWESI","MINAHASA TALAUD","Loop","Non HVC","B2C"
"3275","2020-09-02","SULAWESI","MINAHASA TALAUD","Loop","Platinum","B2C"
"3276","2020-09-02","SULAWESI","MINAHASA TALAUD","simPATI","Diamond","B2C"
"3277","2020-09-02","SULAWESI","MINAHASA TALAUD","simPATI","Gold","B2C"
"3278","2020-09-02","SULAWESI","MINAHASA TALAUD","simPATI","Non HVC","B2B"
"3279","2020-09-02","SULAWESI","MINAHASA TALAUD","simPATI","Non HVC","B2C"
"3280","2020-09-02","SULAWESI","MINAHASA TALAUD","simPATI","Platinum","B2C"
"3281","2020-09-02","SULAWESI","MINAHASA TALAUD","UNKNOWN","Non HVC","B2C"
"3297","2020-09-02","SULAWESI","PALU MAMUJU","kartuAS","Diamond","B2C"
"3298","2020-09-02","SULAWESI","PALU MAMUJU","kartuAS","Gold","B2C"
"3299","2020-09-02","SULAWESI","PALU MAMUJU","kartuAS","Non HVC","B2B"
"3300","2020-09-02","SULAWESI","PALU MAMUJU","kartuAS","Non HVC","B2C"
"3301","2020-09-02","SULAWESI","PALU MAMUJU","kartuAS","Platinum","B2C"
"3302","2020-09-02","SULAWESI","PALU MAMUJU","Loop","Diamond","B2C"
"3303","2020-09-02","SULAWESI","PALU MAMUJU","LOOP","Gold","B2C"
"3304","2020-09-02","SULAWESI","PALU MAMUJU","Loop","Non HVC","B2B"
"3305","2020-09-02","SULAWESI","PALU MAMUJU","Loop","Non HVC","B2C"
"3306","2020-09-02","SULAWESI","PALU MAMUJU","LOOP","Platinum","B2C"
"3307","2020-09-02","SULAWESI","PALU MAMUJU","simPATI","Diamond","B2C"
"3308","2020-09-02","SULAWESI","PALU MAMUJU","simPATI","Gold","B2C"
"3309","2020-09-02","SULAWESI","PALU MAMUJU","simPATI","Non HVC","B2B"
"3310","2020-09-02","SULAWESI","PALU MAMUJU","simPATI","Non HVC","B2C"
"3311","2020-09-02","SULAWESI","PALU MAMUJU","simPATI","Platinum","B2C"
"3312","2020-09-02","SULAWESI","PARE MAJENE","KartuAS","Diamond","B2C"
"3313","2020-09-02","SULAWESI","PARE MAJENE","KartuAS","Gold","B2C"
"3314","2020-09-02","SULAWESI","PARE MAJENE","kartuAS","Non HVC","B2B"
"3315","2020-09-02","SULAWESI","PARE MAJENE","KartuAS","Non HVC","B2C"
"3316","2020-09-02","SULAWESI","PARE MAJENE","kartuAS","Platinum","B2C"
"3317","2020-09-02","SULAWESI","PARE MAJENE","Loop","Diamond","B2C"
"3318","2020-09-02","SULAWESI","PARE MAJENE","Loop","Gold","B2C"
"3319","2020-09-02","SULAWESI","PARE MAJENE","Loop","Non HVC","B2B"
"3320","2020-09-02","SULAWESI","PARE MAJENE","Loop","Non HVC","B2C"
"3321","2020-09-02","SULAWESI","PARE MAJENE","LOOP","Platinum","B2C"
"3322","2020-09-02","SULAWESI","PARE MAJENE","simPATI","Diamond","B2C"
"3323","2020-09-02","SULAWESI","PARE MAJENE","simPATI","Gold","B2C"
"3324","2020-09-02","SULAWESI","PARE MAJENE","simPATI","Non HVC","B2B"
"3325","2020-09-02","SULAWESI","PARE MAJENE","simPATI","Non HVC","B2C"
"3326","2020-09-02","SULAWESI","PARE MAJENE","simPATI","Platinum","B2C"
"3327","2020-09-02","SULAWESI","TERNATE","kartuAS","Diamond","B2C"
"3328","2020-09-02","SULAWESI","TERNATE","kartuAS","Gold","B2C"
"3329","2020-09-02","SULAWESI","TERNATE","kartuAS","Non HVC","B2B"
