"ID"	"tanggal"	"provinsi"	"bagian"	"brand"	"jenis"	"cust_type"
"8002"	"2020-09-05"	"CENTRALJABOTABEK"	"JAKTIM 2"	"Loop"	"Diamond"	"B2C"
"8003"	"2020-09-05"	"CENTRALJABOTABEK"	"JAKTIM 2"	"LOOP"	"Gold"	"B2C"
"8004"	"2020-09-05"	"CENTRALJABOTABEK"	"JAKTIM 2"	"Loop"	"Non HVC"	"B2B"
"8005"	"2020-09-05"	"CENTRALJABOTABEK"	"JAKTIM 2"	"Loop"	"Non HVC"	"B2C"
"8006"	"2020-09-05"	"CENTRALJABOTABEK"	"JAKTIM 2"	"LOOP"	"Platinum"	"B2C"
"8007"	"2020-09-05"	"CENTRALJABOTABEK"	"JAKTIM 2"	"simPATI"	"Diamond"	"B2C"
"8008"	"2020-09-05"	"CENTRALJABOTABEK"	"JAKTIM 2"	"simPATI"	"Gold"	"B2C"
"8009"	"2020-09-05"	"CENTRALJABOTABEK"	"JAKTIM 2"	"simPATI"	"Non HVC"	"B2B"
"8010"	"2020-09-05"	"CENTRALJABOTABEK"	"JAKTIM 2"	"simPATI"	"Non HVC"	"B2C"
"8011"	"2020-09-05"	"CENTRALJABOTABEK"	"JAKTIM 2"	"simPATI"	"Platinum"	"B2C"
"8012"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"kartuAS"	"Diamond"	"B2C"
"8013"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"KartuAS"	"Gold"	"B2C"
"8014"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"kartuAS"	"Non HVC"	"B2B"
"8015"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"KartuAS"	"Non HVC"	"B2C"
"8016"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"KartuAS"	"Platinum"	"B2C"
"8017"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"Loop"	"Diamond"	"B2C"
"8018"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"LOOP"	"Gold"	"B2C"
"8019"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"Loop"	"Non HVC"	"B2B"
"8020"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"LOOP"	"Non HVC"	"B2C"
"8021"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"LOOP"	"Platinum"	"B2C"
"8022"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"simPATI"	"Diamond"	"B2C"
"8023"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"simPATI"	"Gold"	"B2C"
"8024"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"simPATI"	"Non HVC"	"B2B"
"8025"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"simPATI"	"Non HVC"	"B2C"
"8026"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"simPATI"	"Platinum"	"B2C"
"8027"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"kartuAS"	"Diamond"	"B2C"
"8028"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"KartuAS"	"Gold"	"B2C"
"8029"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"kartuAS"	"Non HVC"	"B2B"
"8030"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"kartuAS"	"Non HVC"	"B2C"
"8031"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"KartuAS"	"Platinum"	"B2C"
"8032"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"Loop"	"Diamond"	"B2C"
"8033"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"LOOP"	"Gold"	"B2C"
"8034"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"Loop"	"Non HVC"	"B2B"
"8035"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"Loop"	"Non HVC"	"B2C"
"8036"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"LOOP"	"Platinum"	"B2C"
"8037"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"simPATI"	"Diamond"	"B2C"
"8038"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"simPATI"	"Gold"	"B2C"
"8039"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"simPATI"	"Non HVC"	"B2B"
"8040"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"simPATI"	"Non HVC"	"B2C"
"8041"	"2020-09-05"	"CENTRALJABOTABEK"	"NEW JAKUT"	"simPATI"	"Platinum"	"B2C"
"9935"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"KartuAS"	"Diamond"	"B2C"
"9936"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"kartuAS"	"Gold"	"B2C"
"9937"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"kartuAS"	"Non HVC"	"B2B"
"9938"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"KartuAS"	"Non HVC"	"B2C"
"9939"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"kartuAS"	"Platinum"	"B2C"
"9940"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"Loop"	"Diamond"	"B2C"
"9941"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"LOOP"	"Gold"	"B2C"
"9942"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"Loop"	"Non HVC"	"B2B"
"9943"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"LOOP"	"Non HVC"	"B2C"
"9944"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"LOOP"	"Platinum"	"B2C"
"9945"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"simPATI"	"Diamond"	"B2C"
"9946"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"simPATI"	"Gold"	"B2C"
"9947"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"simPATI"	"Non HVC"	"B2B"
"9948"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"simPATI"	"Non HVC"	"B2C"
"9949"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"simPATI"	"Platinum"	"B2C"
"9950"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKPUSEL"	"UNKNOWN"	"Non HVC"	"B2C"
"9951"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"kartuAS"	"Diamond"	"B2C"
"9952"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"KartuAS"	"Gold"	"B2C"
"9953"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"kartuAS"	"Non HVC"	"B2B"
"9954"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"KartuAS"	"Non HVC"	"B2C"
"9955"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"kartuAS"	"Platinum"	"B2C"
"9956"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"Loop"	"Diamond"	"B2C"
"9957"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"LOOP"	"Gold"	"B2C"
"9958"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"Loop"	"Non HVC"	"B2B"
"9959"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"LOOP"	"Non HVC"	"B2C"
"9960"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"LOOP"	"Platinum"	"B2C"
"9961"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"simPATI"	"Diamond"	"B2C"
"9962"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"simPATI"	"Gold"	"B2C"
"9963"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"simPATI"	"Non HVC"	"B2B"
"9964"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"simPATI"	"Non HVC"	"B2C"
"9965"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 1"	"simPATI"	"Platinum"	"B2C"
"9966"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"kartuAS"	"Diamond"	"B2C"
"9967"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"KartuAS"	"Gold"	"B2C"
"9968"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"kartuAS"	"Non HVC"	"B2B"
"9969"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"KartuAS"	"Non HVC"	"B2C"
"9970"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"KartuAS"	"Platinum"	"B2C"
"9971"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"Loop"	"Diamond"	"B2C"
"9972"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"Loop"	"Gold"	"B2C"
"9973"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"Loop"	"Non HVC"	"B2B"
"9974"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"LOOP"	"Non HVC"	"B2C"
"9975"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"LOOP"	"Platinum"	"B2C"
"9976"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"simPATI"	"Diamond"	"B2C"
"9977"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"simPATI"	"Gold"	"B2C"
"9978"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"simPATI"	"Non HVC"	"B2B"
"9979"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"simPATI"	"Non HVC"	"B2C"
"9980"	"2020-09-06"	"CENTRALJABOTABEK"	"JAKTIM 2"	"simPATI"	"Platinum"	"B2C"
"9981"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"kartuAS"	"Diamond"	"B2C"
"9982"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"kartuAS"	"Gold"	"B2C"
"9983"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"kartuAS"	"Non HVC"	"B2B"
"9984"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"kartuAS"	"Non HVC"	"B2C"
"9985"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"KartuAS"	"Platinum"	"B2C"
"9986"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"Loop"	"Diamond"	"B2C"
"9987"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"LOOP"	"Gold"	"B2C"
"9988"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"Loop"	"Non HVC"	"B2B"
"9989"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"Loop"	"Non HVC"	"B2C"
"9990"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"LOOP"	"Platinum"	"B2C"
"9991"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"simPATI"	"Diamond"	"B2C"
"9992"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"simPATI"	"Gold"	"B2C"
"9993"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"simPATI"	"Non HVC"	"B2B"
"9994"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"simPATI"	"Non HVC"	"B2C"
"9995"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKBAR"	"simPATI"	"Platinum"	"B2C"
"9996"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKUT"	"kartuAS"	"Diamond"	"B2C"
"9997"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKUT"	"kartuAS"	"Gold"	"B2C"
"9998"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKUT"	"kartuAS"	"Non HVC"	"B2B"
"9999"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKUT"	"kartuAS"	"Non HVC"	"B2C"
"10000"	"2020-09-06"	"CENTRALJABOTABEK"	"NEW JAKUT"	"kartuAS"	"Platinum"	"B2C"
